CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day,month,weekday,is_weekend,hour_sin,hour_cos,month_sin,month_cos,temp_humidity_interaction,lag1_CO(GT),lag1_NMHC(GT),lag1_C6H6(GT),lag1_NOx(GT),lag1_NO2(GT),lag1_T,lag1_RH,lag1_AH,target_aqi_category,datetime
2.9,1272.0,,17.3,1220.0,417.0,533.0,188.0,1353.0,1251.0,28.4,16.0,0.6095,15,16,3,2,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,454.4,2.5,,11.0,351.0,169.0,26.8,17.9,0.6249,Very Poor,2005-03-16 15:00:00
3.0,1231.0,,12.4,1064.0,509.0,618.0,211.0,1188.0,1082.0,28.8,15.1,0.5877,16,16,3,2,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,434.88,2.9,,17.3,417.0,188.0,28.4,16.0,0.6095,Severe,2005-03-16 16:00:00
3.6,1286.0,,17.4,1223.0,573.0,529.0,210.0,1350.0,1348.0,27.9,15.6,0.5782,17,16,3,2,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,435.23999999999995,3.0,,12.4,509.0,211.0,28.8,15.1,0.5877,Severe,2005-03-16 17:00:00
3.5,1315.0,,17.5,1225.0,518.0,509.0,193.0,1408.0,1365.0,24.1,20.6,0.6075,18,16,3,2,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,496.46000000000004,3.6,,17.4,573.0,210.0,27.9,15.6,0.5782,Severe,2005-03-16 18:00:00
4.8,1494.0,,26.2,1460.0,641.0,420.0,227.0,1682.0,1827.0,21.0,28.0,0.6904,19,16,3,2,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,588.0,3.5,,17.5,518.0,193.0,24.1,20.6,0.6075,Severe,2005-03-16 19:00:00
4.4,1494.0,,23.1,1381.0,544.0,422.0,223.0,1677.0,1879.0,18.4,38.8,0.8152,20,16,3,2,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,713.9199999999998,4.8,,26.2,641.0,227.0,21.0,28.0,0.6904,Severe,2005-03-16 20:00:00
4.9,1545.0,,23.5,1390.0,582.0,423.0,229.0,1676.0,1915.0,16.9,42.9,0.8222,21,16,3,2,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,725.0099999999999,4.4,,23.1,544.0,223.0,18.4,38.8,0.8152,Very Poor,2005-03-16 21:00:00
2.9,1354.0,,13.3,1094.0,407.0,517.0,194.0,1357.0,1705.0,15.5,45.0,0.7895,22,16,3,2,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,697.5,4.9,,23.5,582.0,229.0,16.9,42.9,0.8222,Very Poor,2005-03-16 22:00:00
2.1,1301.0,,10.5,998.0,327.0,553.0,171.0,1283.0,1610.0,14.3,49.6,0.8049,23,16,3,2,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,709.2800000000001,2.9,,13.3,407.0,194.0,15.5,45.0,0.7895,Moderate,2005-03-16 23:00:00
1.6,1144.0,,6.3,826.0,221.0,661.0,147.0,1158.0,1300.0,14.7,48.0,0.7977,0,17,3,3,0,0.0,1.0,1.0,6.123233995736766e-17,705.5999999999999,2.1,,10.5,327.0,171.0,14.3,49.6,0.8049,Satisfactory,2005-03-17 00:00:00
1.2,1080.0,,4.4,732.0,142.0,748.0,111.0,1087.0,1093.0,13.3,51.4,0.7821,1,17,3,3,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,683.62,1.6,,6.3,221.0,147.0,14.7,48.0,0.7977,Satisfactory,2005-03-17 01:00:00
0.9,1013.0,,3.3,671.0,123.0,817.0,104.0,1056.0,986.0,12.6,53.7,0.7793,2,17,3,3,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,676.62,1.2,,4.4,142.0,111.0,13.3,51.4,0.7821,Good,2005-03-17 02:00:00
0.7,966.0,,2.0,587.0,106.0,921.0,90.0,1017.0,846.0,11.5,56.8,0.7706,3,17,3,3,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,653.1999999999999,0.9,,3.3,123.0,104.0,12.6,53.7,0.7793,Good,2005-03-17 03:00:00
,959.0,,1.9,578.0,100.0,909.0,81.0,1016.0,822.0,10.1,61.9,0.7631,4,17,3,3,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,625.1899999999999,0.7,,2.0,106.0,90.0,11.5,56.8,0.7706,Good,2005-03-17 04:00:00
0.5,919.0,,1.4,532.0,85.0,997.0,69.0,983.0,714.0,9.8,61.8,0.7523,5,17,3,3,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,605.64,,,1.9,100.0,81.0,10.1,61.9,0.7631,Good,2005-03-17 05:00:00
0.6,953.0,,2.3,604.0,114.0,903.0,84.0,1020.0,838.0,9.0,64.3,0.7417,6,17,3,3,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,578.6999999999999,0.5,,1.4,85.0,69.0,9.8,61.8,0.7523,Moderate,2005-03-17 06:00:00
1.3,1117.0,,5.9,808.0,299.0,669.0,123.0,1178.0,1109.0,7.9,68.4,0.7324,7,17,3,3,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,540.36,0.6,,2.3,114.0,84.0,9.0,64.3,0.7417,Severe,2005-03-17 07:00:00
3.8,1485.0,,18.9,1265.0,723.0,441.0,166.0,1647.0,1676.0,9.5,62.6,0.7444,8,17,3,3,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,594.7,1.3,,5.9,299.0,123.0,7.9,68.4,0.7324,Severe,2005-03-17 08:00:00
5.6,1583.0,,26.1,1457.0,745.0,376.0,189.0,1808.0,1976.0,13.2,51.0,0.7704,9,17,3,3,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,673.1999999999999,3.8,,18.9,723.0,166.0,9.5,62.6,0.7444,Severe,2005-03-17 09:00:00
4.4,1448.0,,16.2,1187.0,668.0,471.0,217.0,1490.0,1814.0,16.9,40.3,0.7717,10,17,3,3,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,681.0699999999999,5.6,,26.1,745.0,189.0,13.2,51.0,0.7704,Very Poor,2005-03-17 10:00:00
3.0,1294.0,,10.8,1006.0,571.0,567.0,196.0,1296.0,1538.0,20.8,31.3,0.7617,11,17,3,3,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,651.0400000000001,4.4,,16.2,668.0,217.0,16.9,40.3,0.7717,Very Poor,2005-03-17 11:00:00
2.2,1269.0,,11.1,1016.0,388.0,579.0,189.0,1273.0,1383.0,24.3,24.7,0.7407,12,17,3,3,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,600.21,3.0,,10.8,571.0,196.0,20.8,31.3,0.7617,Poor,2005-03-17 12:00:00
2.0,1247.0,,10.2,985.0,323.0,581.0,174.0,1255.0,1184.0,26.7,22.6,0.7785,13,17,3,3,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,603.4200000000001,2.2,,11.1,388.0,189.0,24.3,24.7,0.7407,Poor,2005-03-17 13:00:00
2.2,1239.0,,11.9,1045.0,312.0,559.0,161.0,1312.0,1094.0,27.1,21.7,0.7636,14,17,3,3,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,588.07,2.0,,10.2,323.0,174.0,26.7,22.6,0.7785,Poor,2005-03-17 14:00:00
2.1,1199.0,,11.8,1041.0,320.0,574.0,158.0,1271.0,986.0,28.3,17.9,0.6769,15,17,3,3,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,506.57,2.2,,11.9,312.0,161.0,27.1,21.7,0.7636,Poor,2005-03-17 15:00:00
2.2,1216.0,,10.9,1013.0,322.0,576.0,161.0,1277.0,967.0,27.8,20.0,0.7378,16,17,3,3,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,556.0,2.1,,11.8,320.0,158.0,28.3,17.9,0.6769,Moderate,2005-03-17 16:00:00
1.9,1131.0,,8.6,925.0,276.0,638.0,147.0,1158.0,831.0,26.2,19.4,0.6491,17,17,3,3,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,508.28,2.2,,10.9,322.0,161.0,27.8,20.0,0.7378,Very Poor,2005-03-17 17:00:00
2.7,1300.0,,15.0,1149.0,341.0,530.0,165.0,1353.0,1182.0,22.7,24.4,0.6661,18,17,3,3,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,553.88,1.9,,8.6,276.0,147.0,26.2,19.4,0.6491,Severe,2005-03-17 18:00:00
3.9,1358.0,,21.3,1331.0,531.0,459.0,214.0,1518.0,1523.0,20.2,29.3,0.686,19,17,3,3,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,591.86,2.7,,15.0,341.0,165.0,22.7,24.4,0.6661,Severe,2005-03-17 19:00:00
5.6,1492.0,,24.8,1425.0,653.0,417.0,228.0,1690.0,1780.0,17.3,35.2,0.6907,20,17,3,3,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,608.96,3.9,,21.3,531.0,214.0,20.2,29.3,0.686,Severe,2005-03-17 20:00:00
4.9,1413.0,,18.4,1251.0,646.0,478.0,240.0,1504.0,1682.0,16.1,38.7,0.7023,21,17,3,3,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,623.07,5.6,,24.8,653.0,228.0,17.3,35.2,0.6907,Very Poor,2005-03-17 21:00:00
2.2,1210.0,,9.1,943.0,333.0,611.0,188.0,1224.0,1390.0,14.6,44.5,0.7337,22,17,3,3,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,649.6999999999999,4.9,,18.4,646.0,240.0,16.1,38.7,0.7023,Poor,2005-03-17 22:00:00
1.9,1196.0,,8.1,902.0,299.0,620.0,173.0,1185.0,1390.0,13.7,48.6,0.7555,23,17,3,3,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,665.8199999999999,2.2,,9.1,333.0,188.0,14.6,44.5,0.7337,Moderate,2005-03-17 23:00:00
1.4,1101.0,,5.9,809.0,224.0,690.0,150.0,1123.0,1201.0,12.4,52.2,0.7513,0,18,3,4,0,0.0,1.0,1.0,6.123233995736766e-17,647.2800000000001,1.9,,8.1,299.0,173.0,13.7,48.6,0.7555,Moderate,2005-03-18 00:00:00
1.3,1076.0,,5.1,770.0,195.0,721.0,134.0,1093.0,1107.0,11.9,53.4,0.7414,1,18,3,4,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,635.46,1.4,,5.9,224.0,150.0,12.4,52.2,0.7513,Moderate,2005-03-18 01:00:00
1.1,1040.0,,4.5,736.0,209.0,740.0,132.0,1099.0,1050.0,10.4,58.4,0.7367,2,18,3,4,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,607.36,1.3,,5.1,195.0,134.0,11.9,53.4,0.7414,Satisfactory,2005-03-18 02:00:00
0.9,989.0,,3.2,667.0,168.0,824.0,117.0,1048.0,943.0,8.9,63.5,0.7268,3,18,3,4,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,565.15,1.1,,4.5,209.0,132.0,10.4,58.4,0.7367,Good,2005-03-18 03:00:00
0.9,966.0,,2.8,639.0,153.0,843.0,103.0,1033.0,903.0,8.2,65.9,0.7168,4,18,3,4,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,540.38,0.9,,3.2,168.0,117.0,8.9,63.5,0.7268,Good,2005-03-18 04:00:00
0.7,912.0,,2.0,587.0,140.0,922.0,99.0,1002.0,826.0,7.7,67.1,0.7074,5,18,3,4,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,516.67,0.9,,2.8,153.0,103.0,8.2,65.9,0.7168,Satisfactory,2005-03-18 05:00:00
0.8,960.0,,3.3,668.0,184.0,841.0,106.0,1038.0,878.0,7.2,68.6,0.6978,6,18,3,4,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,493.91999999999996,0.7,,2.0,140.0,99.0,7.7,67.1,0.7074,Moderate,2005-03-18 06:00:00
1.2,1028.0,,5.4,784.0,266.0,709.0,113.0,1110.0,996.0,7.5,66.7,0.6943,7,18,3,4,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,500.25,0.8,,3.3,184.0,106.0,7.2,68.6,0.6978,Very Poor,2005-03-18 07:00:00
2.9,1375.0,,14.5,1134.0,518.0,504.0,141.0,1467.0,1470.0,8.7,61.6,0.696,8,18,3,4,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,535.92,1.2,,5.4,266.0,113.0,7.5,66.7,0.6943,Severe,2005-03-18 08:00:00
5.4,1522.0,,26.5,1466.0,681.0,380.0,180.0,1822.0,1883.0,12.0,51.0,0.7131,9,18,3,4,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,612.0,2.9,,14.5,518.0,141.0,8.7,61.6,0.696,Severe,2005-03-18 09:00:00
4.3,1400.0,,17.6,1227.0,558.0,465.0,192.0,1542.0,1661.0,15.4,42.5,0.7379,10,18,3,4,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,654.5,5.4,,26.5,681.0,180.0,12.0,51.0,0.7131,Very Poor,2005-03-18 10:00:00
3.1,1323.0,,14.9,1144.0,457.0,502.0,187.0,1405.0,1568.0,18.8,33.5,0.7186,11,18,3,4,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,629.8000000000001,4.3,,17.6,558.0,192.0,15.4,42.5,0.7379,Very Poor,2005-03-18 11:00:00
2.4,1250.0,,10.3,990.0,353.0,579.0,169.0,1262.0,1291.0,22.2,28.1,0.7426,12,18,3,4,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,623.82,3.1,,14.9,457.0,187.0,18.8,33.5,0.7186,Very Poor,2005-03-18 12:00:00
2.3,1283.0,,12.0,1048.0,313.0,550.0,161.0,1336.0,1226.0,24.7,25.5,0.7785,13,18,3,4,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,629.85,2.4,,10.3,353.0,169.0,22.2,28.1,0.7426,Poor,2005-03-18 13:00:00
2.3,1171.0,,10.4,993.0,290.0,597.0,160.0,1208.0,841.0,25.0,23.4,0.7301,14,18,3,4,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,585.0,2.3,,12.0,313.0,161.0,24.7,25.5,0.7785,Very Poor,2005-03-18 14:00:00
2.3,1264.0,,12.9,1081.0,318.0,555.0,177.0,1323.0,951.0,25.9,21.9,0.7209,15,18,3,4,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,567.2099999999999,2.3,,10.4,290.0,160.0,25.0,23.4,0.7301,Very Poor,2005-03-18 15:00:00
3.4,1301.0,,15.1,1152.0,479.0,525.0,219.0,1343.0,1151.0,25.6,21.7,0.7039,16,18,3,4,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,555.52,2.3,,12.9,318.0,177.0,25.9,21.9,0.7209,Very Poor,2005-03-18 16:00:00
3.7,1321.0,,15.8,1175.0,494.0,525.0,212.0,1366.0,1279.0,25.1,21.8,0.6854,17,18,3,4,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,547.1800000000001,3.4,,15.1,479.0,219.0,25.6,21.7,0.7039,Severe,2005-03-18 17:00:00
4.1,1343.0,,20.1,1298.0,551.0,477.0,225.0,1495.0,1416.0,22.1,25.6,0.6728,18,18,3,4,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,565.7600000000001,3.7,,15.8,494.0,212.0,25.1,21.8,0.6854,Severe,2005-03-18 18:00:00
5.6,1493.0,,25.6,1444.0,701.0,417.0,240.0,1702.0,1738.0,19.1,32.5,0.7112,19,18,3,4,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,620.75,4.1,,20.1,551.0,225.0,22.1,25.6,0.6728,Severe,2005-03-18 19:00:00
5.3,1545.0,,24.0,1403.0,571.0,407.0,223.0,1743.0,1821.0,16.7,42.5,0.8002,20,18,3,4,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,709.75,5.6,,25.6,701.0,240.0,19.1,32.5,0.7112,Severe,2005-03-18 20:00:00
4.9,1477.0,,18.3,1247.0,643.0,456.0,241.0,1562.0,1733.0,15.5,48.3,0.8439,21,18,3,4,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,748.65,5.3,,24.0,571.0,223.0,16.7,42.5,0.8002,Poor,2005-03-18 21:00:00
2.0,1202.0,,7.2,864.0,282.0,620.0,159.0,1255.0,1115.0,13.3,60.5,0.9168,22,18,3,4,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,804.6500000000001,4.9,,18.3,643.0,241.0,15.5,48.3,0.8439,Poor,2005-03-18 22:00:00
1.9,1236.0,,6.8,849.0,251.0,631.0,150.0,1274.0,1131.0,12.1,67.6,0.9539,23,18,3,4,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,817.9599999999999,2.0,,7.2,282.0,159.0,13.3,60.5,0.9168,Poor,2005-03-18 23:00:00
2.2,1206.0,,6.8,849.0,307.0,640.0,163.0,1245.0,1127.0,11.8,68.3,0.9432,0,19,3,5,1,0.0,1.0,1.0,6.123233995736766e-17,805.94,1.9,,6.8,251.0,150.0,12.1,67.6,0.9539,Poor,2005-03-19 00:00:00
1.9,1192.0,,6.4,832.0,282.0,646.0,155.0,1253.0,1167.0,11.6,68.3,0.9314,1,19,3,5,1,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,792.28,2.2,,6.8,307.0,163.0,11.8,68.3,0.9432,Satisfactory,2005-03-19 01:00:00
1.1,1044.0,,2.7,630.0,160.0,845.0,119.0,1099.0,809.0,11.8,67.9,0.9362,2,19,3,5,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,801.2200000000001,1.9,,6.4,282.0,155.0,11.6,68.3,0.9314,Good,2005-03-19 02:00:00
1.0,1053.0,,2.9,648.0,125.0,808.0,94.0,1109.0,709.0,12.3,65.8,0.9374,3,19,3,5,1,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,809.34,1.1,,2.7,160.0,119.0,11.8,67.9,0.9362,Good,2005-03-19 03:00:00
0.9,1023.0,,2.2,600.0,106.0,872.0,80.0,1089.0,575.0,12.2,66.9,0.9496,4,19,3,5,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,816.1800000000001,1.0,,2.9,125.0,94.0,12.3,65.8,0.9374,Good,2005-03-19 04:00:00
0.9,1005.0,,2.5,620.0,111.0,846.0,83.0,1098.0,572.0,12.1,67.3,0.948,5,19,3,5,1,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,814.3299999999999,0.9,,2.2,106.0,80.0,12.2,66.9,0.9496,Good,2005-03-19 05:00:00
0.7,959.0,,1.9,578.0,115.0,907.0,79.0,1079.0,546.0,11.8,67.1,0.9274,6,19,3,5,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,791.78,0.9,,2.5,111.0,83.0,12.1,67.3,0.948,Satisfactory,2005-03-19 06:00:00
1.0,1049.0,,3.6,686.0,156.0,793.0,96.0,1159.0,795.0,11.9,65.6,0.9129,7,19,3,5,1,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,780.64,0.7,,1.9,115.0,79.0,11.8,67.1,0.9274,Poor,2005-03-19 07:00:00
2.0,1255.0,,10.1,983.0,320.0,555.0,141.0,1439.0,1268.0,12.2,65.6,0.93,8,19,3,5,1,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,800.3199999999999,1.0,,3.6,156.0,96.0,11.9,65.6,0.9129,Very Poor,2005-03-19 08:00:00
2.7,1285.0,,10.9,1009.0,380.0,517.0,153.0,1452.0,1366.0,12.8,64.4,0.9448,9,19,3,5,1,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,824.3200000000002,2.0,,10.1,320.0,141.0,12.2,65.6,0.93,Very Poor,2005-03-19 09:00:00
2.5,1254.0,,9.9,973.0,371.0,543.0,156.0,1403.0,1328.0,13.4,62.0,0.9498,10,19,3,5,1,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,830.8000000000001,2.7,,10.9,380.0,153.0,12.8,64.4,0.9448,Very Poor,2005-03-19 10:00:00
2.4,1253.0,,9.7,966.0,343.0,560.0,162.0,1378.0,1251.0,14.5,57.0,0.9333,11,19,3,5,1,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,826.5,2.5,,9.9,371.0,156.0,13.4,62.0,0.9498,Poor,2005-03-19 11:00:00
2.2,1242.0,,8.9,935.0,297.0,584.0,164.0,1327.0,1127.0,15.8,51.3,0.9144,12,19,3,5,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,810.54,2.4,,9.7,343.0,162.0,14.5,57.0,0.9333,Poor,2005-03-19 12:00:00
2.1,1212.0,,8.5,918.0,281.0,593.0,160.0,1308.0,1066.0,17.5,46.0,0.9104,13,19,3,5,1,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,805.0,2.2,,8.9,297.0,164.0,15.8,51.3,0.9144,Moderate,2005-03-19 13:00:00
1.8,1165.0,,6.6,839.0,220.0,652.0,140.0,1214.0,867.0,19.5,40.2,0.901,14,19,3,5,1,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,783.9000000000001,2.1,,8.5,281.0,160.0,17.5,46.0,0.9104,Satisfactory,2005-03-19 14:00:00
1.4,1136.0,,5.4,781.0,174.0,712.0,119.0,1169.0,691.0,21.2,35.9,0.8943,15,19,3,5,1,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,761.0799999999999,1.8,,6.6,220.0,140.0,19.5,40.2,0.901,Poor,2005-03-19 15:00:00
2.1,1233.0,,8.7,926.0,260.0,617.0,153.0,1293.0,917.0,21.7,35.1,0.8993,16,19,3,5,1,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,761.67,1.4,,5.4,174.0,119.0,21.2,35.9,0.8943,Moderate,2005-03-19 16:00:00
1.7,1177.0,,5.8,800.0,222.0,696.0,139.0,1191.0,748.0,20.5,38.4,0.9161,17,19,3,5,1,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,787.1999999999999,2.1,,8.7,260.0,153.0,21.7,35.1,0.8993,Poor,2005-03-19 17:00:00
1.9,1223.0,,7.6,883.0,266.0,614.0,156.0,1289.0,968.0,18.2,45.9,0.9488,18,19,3,5,1,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,835.38,1.7,,5.8,222.0,139.0,20.5,38.4,0.9161,Very Poor,2005-03-19 18:00:00
2.7,1360.0,,12.4,1063.0,387.0,507.0,183.0,1483.0,1420.0,16.2,53.0,0.9722,19,19,3,5,1,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,858.5999999999999,1.9,,7.6,266.0,156.0,18.2,45.9,0.9488,Severe,2005-03-19 19:00:00
3.2,1435.0,,14.7,1140.0,425.0,477.0,185.0,1550.0,1530.0,15.0,57.6,0.9777,20,19,3,5,1,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,864.0,2.7,,12.4,387.0,183.0,16.2,53.0,0.9722,Very Poor,2005-03-19 20:00:00
3.3,1305.0,,10.5,995.0,484.0,552.0,200.0,1402.0,1341.0,14.1,60.8,0.9716,21,19,3,5,1,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,857.28,3.2,,14.7,425.0,185.0,15.0,57.6,0.9777,Poor,2005-03-19 21:00:00
2.3,1199.0,,7.3,869.0,325.0,618.0,163.0,1306.0,1160.0,13.2,65.6,0.9882,22,19,3,5,1,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,865.9199999999998,3.3,,10.5,484.0,200.0,14.1,60.8,0.9716,Poor,2005-03-19 22:00:00
1.9,1217.0,,8.5,921.0,257.0,589.0,154.0,1336.0,1261.0,13.5,63.8,0.9797,23,19,3,5,1,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,861.3,2.3,,7.3,325.0,163.0,13.2,65.6,0.9882,Poor,2005-03-19 23:00:00
1.9,1200.0,,6.8,847.0,273.0,636.0,151.0,1297.0,1132.0,13.6,63.4,0.9794,0,20,3,6,1,0.0,1.0,1.0,6.123233995736766e-17,862.24,1.9,,8.5,257.0,154.0,13.5,63.8,0.9797,Poor,2005-03-20 00:00:00
1.9,1150.0,,5.9,807.0,276.0,669.0,149.0,1243.0,1042.0,13.6,63.5,0.9857,1,20,3,6,1,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,863.6,1.9,,6.8,273.0,151.0,13.6,63.4,0.9794,Moderate,2005-03-20 01:00:00
1.5,1086.0,,4.3,726.0,202.0,736.0,131.0,1192.0,848.0,13.4,64.8,0.988,2,20,3,6,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,868.3199999999999,1.9,,5.9,276.0,149.0,13.6,63.5,0.9857,Good,2005-03-20 02:00:00
1.1,1027.0,,3.5,684.0,132.0,788.0,94.0,1149.0,666.0,13.2,64.8,0.9801,3,20,3,6,1,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,855.3599999999999,1.5,,4.3,202.0,131.0,13.4,64.8,0.988,Good,2005-03-20 03:00:00
,993.0,,2.8,640.0,85.0,848.0,66.0,1110.0,548.0,13.0,65.3,0.9704,4,20,3,6,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,848.9,1.1,,3.5,132.0,94.0,13.2,64.8,0.9801,Good,2005-03-20 04:00:00
0.8,985.0,,2.4,610.0,87.0,851.0,69.0,1101.0,604.0,12.6,65.9,0.9583,5,20,3,6,1,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,830.34,,,2.8,85.0,66.0,13.0,65.3,0.9704,Good,2005-03-20 05:00:00
0.6,934.0,,1.6,552.0,70.0,966.0,57.0,1063.0,520.0,13.1,64.0,0.9591,6,20,3,6,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,838.4,0.8,,2.4,87.0,69.0,12.6,65.9,0.9583,Good,2005-03-20 06:00:00
0.7,977.0,,2.7,631.0,113.0,859.0,78.0,1120.0,659.0,12.4,66.2,0.95,7,20,3,6,1,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,820.8800000000001,0.6,,1.6,70.0,57.0,13.1,64.0,0.9591,Good,2005-03-20 07:00:00
0.7,970.0,,2.5,618.0,112.0,888.0,84.0,1095.0,611.0,13.3,62.4,0.946,8,20,3,6,1,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,829.9200000000001,0.7,,2.7,113.0,78.0,12.4,66.2,0.95,Satisfactory,2005-03-20 08:00:00
1.0,1041.0,,3.9,706.0,140.0,778.0,97.0,1178.0,756.0,14.0,59.7,0.9491,9,20,3,6,1,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,835.8000000000001,0.7,,2.5,112.0,84.0,13.3,62.4,0.946,Moderate,2005-03-20 09:00:00
1.5,1144.0,,6.2,821.0,214.0,651.0,123.0,1262.0,988.0,15.4,54.0,0.9385,10,20,3,6,1,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,831.6,1.0,,3.9,140.0,97.0,14.0,59.7,0.9491,Poor,2005-03-20 10:00:00
